comment,label,rate,Unnamed: 3,clean_text
Lần đầu mua đồ trên shoppe mà gặp trường hợp này!!,NEG,1,,lần đầu mua đồ trên shoppe gặp trường_hợp này
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
xau te.,NEG,1,,xau te
"Gói hàng cẩn thận, hàng ok , thời gian giao hàng quá lâu.",POS,4,,gói hàng cẩn_thận hàng ok thời_gian giao hàng quá lâu
"Thời gian giao hàng rất nhanh,áo đẹp,ấm,phù hợp vs giá tiền.",POS,5,,thời_gian giao hàng rất nhanháo đẹpấmphù_hợp vs giá tiền
"Găng tay rất mỏng, không có hộp.",NEG,2,,găng_tay rất mỏng không có hộp
K chấp nhận đc Chất lượng sản phẩm rất kém.,NEG,1,,k chấp_nhận đc chất_lượng sản_phẩm rất kém
Hqua shop ms gửi mà hnay đã nhận dc lun.,POS,5,,hqua shop ms gửi hnay đã nhận dc lun
Vải mềm.,POS,5,,vải mềm
Shop phục vụ rất kém.,NEG,1,,shop phục_vụ rất kém
"Shop phục vụ rất kém,đóng hàng sai ,tự ý đổi màu sp,mình mua 1 quần 1 áo xanh rêu,1 áo hồng,shop tự ý gửi 2 cái áo màu vàng ,khi nt cho shop thì bị xóa đơn hàng.",NEG,1,,shop phục_vụ rất kémđóng hàng sai tự_ý đổi màu spmình mua 1 quần 1 áo xanh rêu1 áo_hồngshop tự_ý gửi 2 áo màu vàng khi nt cho shop xóa đơn hàng
Thất vọng.,NEG,1,,thất_vọng
Thanks shop!,NEU,3,,thanks shop
Chán.,NEG,1,,chán
"Chất dày dặn , cầm nặng tay.",NEU,3,,chất dày dặn cầm nặng tay
Thà để tiền mua được cốc trà sữa cho bõ tức. - Đây là lời đánh giá CHÂN THÀNH và CHÍNH XÁC cho các bạn muốn mua sản phẩm này.,NEG,1,,thà để tiền mua được cốc trà sữa cho bõ tức đây lời đánh_giá chân_thành và chính_xác cho các bạn muốn mua sản_phẩm này
"Sản phẩm lỗi nặng, shop k kiểm tra trước khi gửi hàng.",NEG,1,,sản_phẩm lỗi nặng shop k kiểm_tra trước khi gửi hàng
Lâu nay sd thấy loại này vừa ý nhất.,POS,5,,lâu_nay sd thấy loại này vừa ý nhất
Nhưng k giống màu.,NEG,2,,nhưng k giống màu
Shop giao cho em nhầm size...,NEG,2,,shop giao cho em nhầm size
Áo thì hôi muì keo kinh khủng😱.,NEG,1,,áo hôi_mui keo kinh_khủng
Rất ưng ý!,POS,4,,rất ưng_ý
Giao hàng nhanh.,POS,5,,giao hàng nhanh
"Đặt hàng cái, tầm 2h là shop đi gửi hàng liền, rất nhanh.",POS,5,,đặt_hàng tầm 2 h shop đi gửi hàng liền rất nhanh
Giao nhầm size bé cho nữ.,POS,5,,giao nhầm size bé cho nữ
Cảm thấy hài lòg về sản phẩm.,POS,4,,cảm_thấy hài_lòg về sản_phẩm
Ưng ^^.,POS,4,,ưng
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Vẫn yêu kem Swensen's nhất thôi.,POS,5,,vẫn yêu kem swensens nhất thôi
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Rộng khiếp, chả mặc đc.",NEG,1,,rộng khiếp chả mặc đc
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
"Áo ko co giãn ,mặc nóng quá.",NEG,1,,áo ko co_giãn mặc nóng quá
Đóng gói tốt.,POS,5,,đóng_gói tốt
Áo đẹp ^^.,POS,5,,áo đẹp
"Quần rộng quá, free size nhưng có quần quá to, quần quá bé shop ạ.",NEG,1,,quần rộng quá free_size nhưng có quần quá to_quần quá bé shop
Áo đẹp lắm giốg hình v ạ😍😍😍.,POS,5,,áo đẹp lắm giốg_hình v
Sản phẩm ko đẹp như hình.,NEG,1,,sản_phẩm ko_đẹp như hình
Mua 2 chiếc của shop..1c rất đẹp còn cái còn lại thì bị lỗi.. nt thì shop k trả lời thật sự thất vọng..đây là em mua hộ bạn nữa mà shop làm nv e kb ns ntn :(( lúc chưa mua thì tư vấn đủ kiểu lúc mua báo hàng bị lỗi là shop lại im lặng như kiểu chưa có gì xảy ra.,NEU,3,,mua 2 chiếc shop1c rất đẹp còn còn lại lỗi_nt shop_k trả_lời thật_sự thất_vọngđây em mua hộ bạn nữa shop làm nv e kb ns ntn lúc chưa mua tư_vấn đủ kiểu lúc mua báo hàng lỗi shop lại im_lặng như kiểu chưa có gì xảy ra
"Mình lấy hàng mấy lần rồi mà lần nào cũng ưng hết, shop cũng rất nhiệt tình với khách, triệu like luôn 👍.",POS,5,,mình lấy hàng mấy lần rồi lần nào cũng ưng hết shop cũng rất nhiệt_tình với khách triệu like luôn
Nhưng vẫn cho 5*.,POS,5,,nhưng vẫn cho 5
Sản phẩm đẹp nhưng cứng quá.,NEU,3,,sản_phẩm đẹp nhưng cứng quá
"Mặc đi chơi không được, mặc ở nhà cũng không xong.",NEG,1,,mặc đi chơi không được mặc ở nhà cũng không xong
"Túi tuy chất lượng k ok lắm, nhưng shop phục vụ rất ok.",NEU,3,,túi tuy chất_lượng k ok lắm nhưng shop phục_vụ rất ok
Hài lòng với trải nghiệm 2 lần mua hàng tại shop.,POS,5,,hài_lòng với trải_nghiệm 2 lần mua hàng tại shop
"Đường may ko chắc chắn , Gấu của mình mua đc 1 tuần đã bị đứt chỉ rồi shop ạ.",NEG,2,,đường may ko chắc_chắn gấu mình mua đc 1 tuần đã đứt chỉ rồi shop
"Sản phẩm rất đẹp nhé, ai còn đắn đo thì mua liền đi, bao đẹp.",POS,5,,sản_phẩm rất đẹp ai còn đắn_đo mua liền đi bao đẹp
Túi rất dày cám ơn shop.,POS,5,,túi rất dày cám_ơn shop
Lần sau giao hàng shop ktra kĩ 1 tí vì ai nhận hàng cũng muốn nhận đc hoàn hảo .,POS,4,,lần sau giao hàng shop ktra kĩ 1 tí vì ai nhận hàng cũng muốn nhận đc hoàn_hảo
Áo hơi rộng nhưng ok Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,áo hơi rộng nhưng ok đóng_gói sản_phẩm rất đẹp và chắc_chắn
chất nỉ trơn cực mịn ấy ạ thích lắm shop ạ.,POS,5,,chất nỉ trơn cực mịn ấy ạ_thích lắm shop
Giao hàng nhanh chỉ 2 ngày là đến.,POS,5,,giao hàng nhanh chỉ 2 ngày đến
Chất lượng sản phẩm tạm được Thời gian giao hàng rất nhanh.,POS,4,,chất_lượng sản_phẩm tạm được thời_gian giao hàng rất nhanh
Vải mền rất đẹp.,POS,4,,vải mền rất đẹp
Hoàn trả tiền vào ví shoppee nhanh. khá hài lòng.,POS,4,,hoàn_trả tiền vào ví shoppee nhanh khá hài_lòng
Điểm trừ là đặt 2 màu nhưng giao 1 màu.,POS,4,,điểm trừ đặt 2 màu nhưng giao 1 màu
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, ao mem, min dep, rat thich.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn ao mem min dep rat thich
Áo đẹp mà m mặc xoq ko có gương soi ko biết hợp ko nữa @.@.,NEU,3,,áo đẹp m mặc xoq ko có gương soi ko biết hợp_ko nữa
"Áo thun chất mềm mịn, mặc mát, màu đẹp.",POS,5,,áo thun chất mềm mịn_mặc mát màu đẹp
Mình rất thich sp của shop cũng như sự nhiệt tình của shop!,POS,5,,mình rất thich_sp shop cũng như sự nhiệt_tình shop
Đôi màu nude bị chật.,NEU,3,,đôi màu nude chật
"Váy xinh, chất vải mát, giao hàng nhanh.",POS,5,,váy xinh_chất vải mát giao hàng nhanh
"Chất len cứng, ren hơi mỏng.",NEG,1,,chất len cứng_ren hơi mỏng
Đẹp.,POS,5,,đẹp
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn date dài Rất đáng tiền.,POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn date dài rất đáng tiền
Đep ma hoi rông.,POS,4,,đep ma_hoi rông
Đóng gói sản phẩm tốt.,POS,4,,đóng_gói sản_phẩm tốt
Mình lấy cái màu be mà ngoài này nhìn thành màu xám vậy.,NEG,1,,mình lấy màu be ngoài này nhìn thành màu xám vậy
Rất đáng tiền.,POS,5,,rất đáng tiền
Hàng đẹp lắm.,POS,5,,hàng đẹp lắm
Chưa có cơ hội dùng nhưng thấy may đẹp :).,POS,4,,chưa có cơ_hội dùng nhưng thấy may đẹp
Nói chung cũng ổn.,POS,4,,nói_chung cũng ổn
"Chán cách phục vụ của shop, nói chung mọi ng đừng nên mua hàng ở đấy, có thắc mắc nt hỏi, ko thèm trả lời ng mua.",NEG,1,,chán cách phục_vụ shop nói_chung mọi ng đừng nên mua hàng ở đấy có thắc_mắc nt hỏi ko_thèm trả_lời ng mua
Tôi k hề nhận được sản phẩm này.,NEG,1,,tôi k hề nhận được sản_phẩm này
"Áo in đẹp quá, sản phẩm gói đẹp.",POS,5,,áo in đẹp quá sản_phẩm gói đẹp
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh moi dat hom truoc hom sau co hang roi Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh moi dat hom truoc hom sau co hang roi đóng_gói sản_phẩm rất đẹp và chắc_chắn
E nhận đc quần r ạ ❤️ mặc thích cực kì.,POS,5,,e nhận đc quần_r mặc_thích cực_kì
Giấy dai tốt.,POS,5,,giấy dai tốt
Dúm vải.,NEG,1,,dúm vải
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Vải mặc mát nhưng mình 45kg mặc size S thì hơi bị rộng chút.,POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh vải mặc_mát nhưng mình 45 kg mặc size s hơi rộng chút
I excited about this book.,POS,4,,i excited about this book
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh mùi thơm cực.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh mùi thơm cực
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Mùa này mọi người nên tranh thủ ngay muA những mẫu áo len này vừa rẻ lại đẹp sản phẩm quá OK mọi người ạh e rất hài lòng với sản phẩm.,POS,5,,mùa này mọi người nên tranh_thủ ngay mua mẫu áo len này vừa rẻ lại đẹp sản_phẩm quá ok mọi người ạh_e rất hài_lòng với sản_phẩm
Chất lượng ok.,POS,5,,chất_lượng ok
Giao hàng nhanh gọn.,POS,5,,giao hàng nhanh gọn
"Thề, vải áo THÔ CỨNG như cái bao ko hiểu phải mặc kiểu gì.",NEG,1,,thề vải áo thô_cứng như bao ko hiểu phải mặc kiểu gì
Đặt size S giao M.,NEU,3,,đặt size s giao m
Mặc vào rất thoải mái.,POS,5,,mặc vào rất thoải_mái
Áo đẹp nhưng lấy về bị chật.,NEG,1,,áo đẹp nhưng lấy về chật
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Phù hợp giá tiền.,POS,4,,phù_hợp giá tiền
Mặc dù áo có mùi ghê ghê nhưng mà vẫn đẹp vẫn tốt.,POS,5,,mặc_dù áo có mùi ghê_ghê nhưng_mà vẫn đẹp vẫn tốt
Váy rất xinh chất vải mát lịm lun.,POS,5,,váy rất xinh_chất vải mát_lịm lun
ko giống như trong hình mua màu vàng thì gửi màu nâu vừa xấu lại còn bẩn xem hàng mà thất vọng quá 😡😡😡😡😡😡😡😨😨😨😨😨😨😨😨.,NEG,1,,ko giống như trong hình mua màu vàng gửi màu nâu vừa xấu lại còn bẩn xem hàng thất_vọng quá
Nhưng shop tư vấn nhiệt tình.,POS,4,,nhưng shop tư_vấn nhiệt_tình
Chất lượng sản phẩm tuyệt vời....,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Form lên khá ưng, màu đẹp nhưng chất k thấm mồ hôi nên khá bí, nhưng e vẫn cho 5* vì chất lượng phục vụ onl chu đáo, cả vì shipper của GHN đẹp trai nên thích :))))))).",NEU,3,,form lên khá ưng màu đẹp nhưng chất k thấm mồ_hôi nên khá bí nhưng e vẫn cho 5 vì chất_lượng phục_vụ onl chu_đáo cả vì shipper ghn đẹp_trai nên thích
Vải hơi nóng.,NEG,2,,vải hơi nóng
Okok...,POS,4,,okok
Size hơi bé so với m nghĩ.,NEU,3,,size hơi bé so với m nghĩ
Vải ok.,POS,4,,vải ok
"Áo thun co giãn tốt, mịn, mát.",POS,4,,áo thun co_giãn tốt mịn mát
"hàng shop rất đẹp, Chất lượng sản phẩm tuyệt vời.",POS,5,,hàng shop rất đẹp chất_lượng sản_phẩm tuyệt_vời
vải dày dặn. mẫu giống hình. rất đáng tiền.,POS,5,,vải dày dặn mẫu giống_hình rất đáng tiền
Tay áo k rộng như mình nghĩ chất hơi ngứa chút nhưng sản phẩm rất ok với giá tiền như này thì phù hợp:)) mặc lên form đẹp ncl ưng:)).,POS,4,,tay_áo k rộng như mình nghĩ chất_hơi ngứa_chút nhưng sản_phẩm rất ok với giá tiền như này phù_hợp mặc lên form đẹp ncl ưng
Thời gian giao hàng nhanh.,POS,5,,thời_gian giao hàng nhanh
Form đẹp.,POS,5,,form đẹp
Thất vọng với sản phẩm.,NEG,1,,thất_vọng với sản_phẩm
Đựp dã mannnn.,POS,5,,đựp dã_mannnn
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
K đúng màu.,NEG,2,,k đúng màu
Hàng đẹp lắm luôn á shop.,POS,5,,hàng đẹp lắm luôn á_shop
Đẹp.,POS,5,,đẹp
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng nhanh
Size S hơi nhỏ.,NEG,2,,size s hơi nhỏ
đẹp nhưng mà nghe nhỏ xíu.,POS,4,,đẹp nhưng_mà nghe nhỏ_xíu
Giày hợp với giá tiền.,POS,5,,giày hợp với giá tiền
Áo thi bi loi.,NEG,1,,áo thi bi_loi
"Đèn rất sáng , đi mưa và rửa xe vẫn ok , rất đáng tiền.",POS,5,,đen rât sang đi mưa va_rưa xe vân ok_rât đang tiên
ĐẸP Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
Mua 5 áo mà 4 chất khác nhau😅😅😅.,NEG,1,,mua 5 áo 4 chất khác nhau
"Giao hàng nhanh, đóng gói cẩn thận, son mới đầu đánh lên màu rất đẹp, chất kem mượt hơi dính nhưng khô nhanh, lì nhưng không hề khô và lộ nhiều vân môi như nhiều son khác, ăn uống các thứ cả ngày đi làm chẳng cần tô lại son vẫn ok :)).",POS,5,,giao hàng nhanh đóng_gói cẩn_thận son mới đầu đánh lên màu rất đẹp_chất kem mượt_hơi dính nhưng khô nhanh_lì nhưng không hề khô và lộ nhiều vân_môi như nhiều son khác ăn_uống các thứ cả ngày đi làm chẳng cần tô lại son vẫn ok
Đồ dep.,POS,4,,đồ dep
"Vừa nhận đã bị gãy rui, shop nên kiểm tra sp kỹ rồi mới gửi cho khách hàng nhé.",NEG,1,,vừa nhận đã gãy rui_shop nên kiểm_tra sp kỹ rồi mới gửi cho khách_hàng
"Chất lượng sản phẩm tuyệt vời thấy bass đập cũng mạnh mà nhiều ông chê chỉ, cái này nghe nhạc lossless( .FLAC) mới đáng chứ nghe Mp3 ko, trách sao như tai nghe thường, muốn bass mạnh hơn tải PowerAMP về tăng Bass lên.",POS,5,,chất_lượng sản_phẩm tuyệt_vời thấy bass đập cũng mạnh nhiều ông chê chỉ này nghe nhạc lossless_flac mới đáng chứ nghe mp3 ko_trách sao như tai nghe thường muốn bass mạnh hơn tải poweramp về tăng bass lên
Quá ok.,POS,5,,quá ok
K bằng đợt trc mình mua.,POS,4,,k bằng đợt trc mình mua
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất rất đáng tiền
"Áo logo in to k giống ảnh, logo xấu quá xấu quá thất vọng.",NEG,1,,áo logo in to k giống ảnh logo xấu quá xấu quá thất_vọng
"Quần quá to, 1quần nằm trên cùng bị rách cũng giao.",NEG,1,,quần quá to 1 quần nằm trên cùng rách cũng giao
Ưng lắm shop nhé.!,POS,5,,ưng lắm shop
"Đẹp, từ dáng áo đến sọc kẻ trên áo.",POS,4,,đẹp từ dáng áo đến sọc_kẻ trên áo
